ID,N°,Tipo,T,Quechua,Traducción,Sentimiento
A127,127.0,Oración,S,"¡Amapuni wawataqa sapallantaqa saqinkichu, rikunkipuni, unumantaq urmaykurkunman!","¡No dejes a la criatura sola, cuidado que se caiga al agua!",ENOJADO
A128,128.0,Oración,S,Wawatataq chirirunman; ¡Llikllawan walthaykuy!,"Pueda ser que este niño se resfríe, ¡envuélvelo con la manta!",ENOJADO
A129,129.0,Oración,S,Aqha suysunaqa mana ninriyuqmi.,La canasta de cernir de la chicha no tiene asa.,ENOJADO
A130,130.0,Oración,S,"T'urumanta q'opatan ruwasharani, paran hark'aruwanku","Estuve haciendo adobes, la lluvia nos ha entorpecido.",ENOJADO
A131,131.0,Oración,S,Paqarinmi mamayqa punchu awayta tukunqa.,Mi mamá mañana terminará de tejer el poncho.,ENOJADO
A132,132.0,Oración,S,Kunanraqchu llank’aq tukushanki͍,͎Recién aparentas estar trabajando͍,ENOJADO
A133,133.0,Oración,S,Mana mikhuy munaq runaqa tullullañan purin,La persona que no quiere comer anda muy flaco.,ENOJADO
A134,134.0,Oración,S,Wallpataqa chupanmantan hap’ina,A las gallinas hay que cogerlas de la cola.,ENOJADO
A135,135.0,Oración,S,"Ch’aki chikchipata mankaman raphillanta qhakuykuy, tulluntaqa wisch’upunki.",Desmenuza las hojas secas de la chicchipa y échalas a la olla y bota los tallitos,ENOJADO
A136,136.0,Oración,S,"Uchutaqa mushk’api qollutawan kutay, saratataq maranpi tunawawan, chaymi allinqa kanqa.","Muele el ají en el mortero y el maíz en el batán, eso es lo más pertinente.",ENOJADO
A137,137.0,Oración,S,Chay yuraq millwataqa pukamanmi tullpusaq.,Esa lana blanca voy a teñirla a rojo.,ENOJADO
A138,,,S,"Runakunaqa mayninpi waqati kanku, kikin waqati kayqa mana allintan saqin","Aunque las personas a veces son cobardes, la propia cobardía deja un mal gusto.",ENOJADO
A139,139.0,Oración,S,Chay ishkay erqeqa qaraywahina thallasqaku,Esos dos niños estaban echados como lagartos,ENOJADO
A140,140.0,Oración,S,"K´uychichay p’unchawtaqa hamunkipuni, chaytaq qunqawaq.","El día sábado tienes que venir, no vayas a olvidarte.",ENOJADO
A141,141.0,Oración,S,"Hanaq pacha wichaypi kashan, nina rawray pachataq uraypi kashan",El cielo está arriba y el “infierno” está abajo.,ENOJADO
A142,142.0,Oración,S,Orqo paqochakunaqa orqopin mikhunku chinakunataq pampapi uñankunawan kushka,"Las alpacas machos pastan en los cerros y las hembras, junto con sus crías, en las pampas.",ENOJADO
A143,143.0,Oración,S,Puna runakunaqa llama kunkamanta husut´ayuqmi puriranku,Los pobladores de las punas solían caminar con sandalias hechos de cuero del cuello de las llamas.,ENOJADO
A144,144.0,Oración,S,Noqaqqa ishkay ususiymi kan kinsa churiykunapiwan llapanpiqa phishqa.,"Tengo dos hijas y tres hijos, en total son cinco hermanos.",ENOJADO
A145,145.0,Oración,S,Ichaqa rinakunapi millay kanman uywaq ismusqa aychan qhway mushkhiy ,Quizás la mayor fuente de disgusto en los humanos es la vista y el olor a carroña.,ENOJADO
A146,146.0,Oración,S,"Uturunkuqa sach’akunamanpas siqanmi, chaypitaq pakakunpas chaymanta hap'inanpaq.","El jaguar trepa los árboles; escondido allí, caza sus presas.",ENOJADO
A147,147.0,Oración,S,"Imatapas runa ruwaqtin, manan phiñachinqachus chayta suyanchu","Cuando una persona hace algo, podría no esperar que lo hará sentir disgustado.",ENOJADO
A148,148.0,Oración,S,Wakamayuqa yaqa runakuna hinan riman.,El papagayo imita a hablar casi como otras personas.,ENOJADO
A149,149.0,Oración,S,Wasimasinchispaqa huk ususichanmi kan,Nuestro vecino tiene una hijita,ENOJADO
A150,150.0,Oración,S,Chay khuchiqa nishu wirallañan,Ese cerdo es demasiado gordo,ENOJADO
A151,151.0,Oración,S,Yachay wisipin noqa tinyata waqtani,En la escuela yo toco el tambor,ENOJADO
A152,152.0,Oración,S,"¡Chay churiykita upallachimuy, umaytaña nanachiwashan!","¡Anda a hacer callar a ese tu hijo, ya me está molestando!",ENOJADO
A153,153.0,Oración,S,"¡Yaw warma, taytaykita waqhamuy!",¡Oye niño! Corre llama a tu papá.,ENOJADO
A154,154.0,Oración,S,"Turukunaqa ishkay waqrayuqmi, ichaqa tarukakunañataqmi tawa waqrayuq","Los toros poseen dos cuernos, en cambio los venados tienen cuatro.",ENOJADO
A155,155.0,Oración,S,Kawallupi sillakuqtiymi phakaykuna wañupun,Cuando cabalgo se me adormecen las piernas.,ENOJADO
A156,156.0,Oración,S,Mana samaspaqa apurayllan wañurapunchisman,Si no respiramos aire podemos morir en menos de un minuto.,ENOJADO
A157,157.0,Oración,S,Kay saramanta apiqa pipullañan kashan,Esta mazamorra de maíz está muy espesa.,ENOJADO
A158,158.0,Oración,S,Tintinqa wasimasinchispa sach'akunapin wiñan,La granadilla crece enredándose a los árboles vecinos.,ENOJADO
A159,159.0,Oración,S,Phatasqa mankapiqa manan unuqa takyanchu,En olla rajada ya no se mantiene el agua,ENOJADO
A160,160.0,Oración,S,Pisi kachiyuq kisuqa p’oshquyanmi,El queso preparado con poca sal se avinagra,ENOJADO
A161,161.0,Oración,S,May hawapipas rumiqa kallanpuni,En cualquier lugar siempre hay piedras,ENOJADO
A162,162.0,Oración,S,Chay runaqa llullakachakuspan purin,Esa persona es acostumbrada a llevar chismes,ENOJADO
A163,163.0,Oración,S,"¡Millayta k´aminakunki, manachu  runatapas manchakunki!",¡Qué feo discutes! ¡No tienes ni miedo a la gente!,ENOJADO
A164,164.0,Oración,S,Qella wawakunataqa supaytan cheqnini,A los niños ociosos los odio terriblemente,ENOJADO
A165,165.0,Oración,S,Wakaqa cebadata lliwta tukuy pampaman wikharapusqa,La vaca había destrozado el cebadal,ENOJADO
A166,166.0,Oración,S,Chay waylaka warmiqa tukuymanmi kachita wishñarapusqa,Esa mujer inútil ha derramado toda la bolsa de sal,ENOJADO
A167,167.0,Oración,S,¿Pitaq chay t’ikakunatari t´iraran?,Quién arrancó esas flores?,ENOJADO
A168,168.0,Oración,S,Chay michiqa nishu pukllaysapallañan,Ese gato es muy jugueton,ENOJADO
A169,169.0,Oración,S,Juicion tukunankama wisq’asqa kanki,Mientras dure el juicio tú estarás preso,ENOJADO
A170,170.0,Oración,S,Hamawt´akunan inkakunataqa yanapan llaqta pusariytaqa,Los sabios ayudaban a gobernar a los Incas,ENOJADO
A171,171.0,Oración,S,Wayk'usqa añutaqa qasachinan chaymanta  mikhuna,La mashua cocida se la hace congelar y se come,ENOJADO
A172,172.0,Oración,S,Tintaya qoyamitamantan cobreta orqonku,De la mina de Tintaya extraen el metal llamado cobre,ENOJADO
A173,173.0,Oración,S,Lushk'a rumichatan ñanpi saqenki,Dejarás una piedrecita lisa en el camino,ENOJADO
A174,174.0,Oración,S,Apinquya ruruqa qhuñaman rikch’akuq mikhuyniyuqmi,La granadilla tiene la parte comestible flemosa,ENOJADO
A175,175.0,Oración,S,Apasanqaqa parananpaqmi t’oqonmanta lloqsimun,La tarántula sale de su agujero anunciando la lluvia,ENOJADO
A176,176.0,Oración,S,Kunan warmikunaqa manañan wayliyata riksinkuchu,Las muchachas de la actualidad ya no conocen la huayliya,ENOJADO
A177,177.0,Oración,S,"Aqo aqo hallp´aqa chirillañan, chaymi mana allintachu kawsayqa rurun",Los terrenos arenosos son «fríos»; por esto producen poco,ENOJADO
A178,178.0,Oración,S,"Llaqtakunapi, asnapata rantiqtinchisqa,  asnapawanmi yapawanchis","En los pueblos, si compramos verduras,nos agregan con hierbas aromáticas.",ENOJADO
A179,179.0,Oración,S,Alqoykiqa huklawmanmi uñankunata aparusqa,Esa tu perra trasladó sus crías a otra madriguera,ENOJADO
A180,180.0,Oración,S,"¡Yaw asnu runa, chayqa manam lloq'e makichu!",¡Oye bruto! Esa no es la mano izquierda,ENOJADO
A181,181.0,Oración,S,Awa k’aspikuna ukhupiqa tarikun takanakuna,Entre los componentes del telar se encuentran las estacas,ENOJADO
A182,182.0,Oración,S,Llamata aysaspa llaqtata riy,Vé al pueblo jalando la llama.,ENOJADO
A183,183.0,Oración,S,Wawata makinmanta aysay,Conduce al niño de las manos,ENOJADO
A184,184.0,Oración,S,Hallp´a pampata pichanapaqqa unuchatan ñawpaqtaqa hich'ana,Para barrer el piso de tierra antes se rocía con agua,ENOJADO
A185,185.0,Oración,S,"Chiqninakuyqa manan allinchu, aswanmi allinmi llank'ay","La envidia nunca es buena, en su lugar mejor es trabajar",ENOJADO
A186,186.0,Oración,S,Ankaqa hanaqpacha wasapaykaman phawan,El águila vuela muy alto,ENOJADO
A187,187.0,Oración,S,K’anas runakunaqa ch’eqchi p’achayuq kanku.,Los pobladores de Canas llevan ropa gris,ENOJADO
A188,188.0,Oración,S,Paqarin ch’isi huñunakuspa rimanakusunchis llank’asunchistaq.,Reuniéndonos mañana por la noche dialogaremos y trabajaremos,ENOJADO
A189,189.0,Oración,S,Tusuqkunaqa sapallankun kanku; huk qharin puchun.,Los bailarines están dispares; sobra un hombre,ENOJADO
A190,190.0,Oración,S,Huk llaqtakunapiqa runaqa qallu qallutapas mikhunkun.,En otros pueblos la gente come caracoles,ENOJADO
A191,191.0,Oración,S,Millaykunata mushkhispa sasapunin hark´ay millayta kurpunchis ruwanman.,Es difícil inhibir reacciones corporales desagradables cuando olemos terribles olores.,ENOJADO
A192,192.0,Oración,S,"Aqtoq mushkhiynin, llimp´in pampapi kshaspa supay millaypunin.","El olor, el color y la textura del vómito que se encuentran en el suelo es asqueroso.",ENOJADO
A193,193.0,Oración,S,Wasanchayqa ancha munakuy kawsaypipas kallanmi.,La traición ocurre incluso en estrechas relaciones.,ENOJADO
A194,194.0,Oración,S,Manan kanchu huk p´anay huchaykimanta ichaqa huchasapa yuyayniyki.,No hay un castigo mayor por tus propios pecados que una conciencia culpable.,ENOJADO
A195,195.0,Oración,S,Mana yanapayqa qella kaymantan hamun manataq wakinkunata hark´ayta munankuchu.,Negarle a alguien apoyo a menudo proviene de la pereza y la renuencia a cuidar a los demás.,ENOJADO
A196,196.0,Oración,S,Hawa runakuna cheqnikuyqa llanthutan runaq willakuyninpi apamun.,El desprecio por los demás que se consideran extranjeros ha echado una sombra sobre la historia de la humanidad.,ENOJADO
A197,197.0,Oración,S,Mancharikuypunin imaynata runakuna wak runakunata saruspa kusisqa kanku.,Es impactante que las personas obtengan la satisfacción de la explotación de los demás.,ENOJADO
A198,198.0,Oración,S,Millaypunin imaynatan taytakuna wawankuta maqanku,Es horrible que los padres abusen de sus propios hijos.,ENOJADO
A199,199.0,Oración,S,Pedroq chaninchasqaqa allinmi kashan,¿La deducción de Pedro es correcta?,ENOJADO
A200,200.0,Oración,S,"Manan yuyaysapachu kanateqsimuyuta intindinapaqqa, manan sasachu: llapanmi qolqewan kamachisqa kashan.","No tienes que ser un genio para entender el mundo, es muy simple: todo está gobernado por el dinero.",ENOJADO
A201,201.0,Oración,S,Pedroqa ishkaykama t'antata rantisqa,Pedro compró el doble de panes,ENOJADO
A202,202.0,Oración,S,"Asia hatun k´iruyuq karan, ch´umpi yawaryasqa llapan kurpunpi.","Asia tenía heridas extensas, sangrientas y marrones en todo su cuerpo.",ENOJADO
A203,203.0,Oración,S,"Maqay, t´ipiy chaykunawanmi wawakunata uywaranku.","Golpear, pellizcar y golpear fueron las únicas prácticas de crianza que usó en sus hijos.",ENOJADO
A204,204.0,Oración,S,"Kay pachapi nishu sipinakuy kan, ichaqa manapunin waylluyta sipinahinachu","Hay crímenes graves en este mundo, pero ninguno más grave que matar el amor.",ENOJADO
A205,205.0,Oración,S,Warminta sipiyta munaran mana t´aqanakuyta munaspa.,Quería matar a su esposa porque no estaba de acuerdo con concederle un divorcio.,ENOJADO
A206,206.0,Oración,S,Mana yuyayniyuq runakuna rimayninkuta  churayta munanku wakinman cheqninan kanan,Las personas ignorantes y de clase baja que intentan imponer su punto de vista sobre los demás merecen desprecio.,ENOJADO
A207,207.0,Oración,S,Wawa kasqaymanta yuyarispa llakillata yuyarini.,El sufrimiento es el único recuerdo que surge cuando pienso en mi infancia.,ENOJADO
A208,208.0,Oración,S,"Sapa wata, ashkha runakuna qhopo onqoymanta wañunku manan qolqenku hampichikunankupaq kanchu.","Cada año, más y más personas mueren de tumores porque carecen de los recursos financieros para el tratamiento.",ENOJADO
A209,209.0,Oración,S,"Runaqa millaymi, imatapas ruwanmi.",El hombre es vil; Se acostumbra a todo.,ENOJADO
A210,210.0,Oración,S,Erqekunaq manan unaypi huk phakmi t´antapas siminkupi kasqachu.,Los niños no habían tenido una barra de pan en la boca en mucho tiempo.,ENOJADO
A211,211.0,Oración,S,Chay ruwayta mana chaskisqachu millaypunin chayqa consejo viceministro nisqakunamanta hamuq.,Despreció tal comportamiento y lo consideró indigno de un miembro del Consejo y un viceministro.,ENOJADO
A212,212.0,Oración,S,"Muyuyninkupi kaqtinku, qonqurikusqaku takita takisqaku mana maqanakuspalla suwachikusqaku.","Cuando estaban rodeados, se arrodillaron y cantaron canciones y se dejaron secuestrar sin resistencia.",ENOJADO
A213,213.0,Oración,S,"¡Wañuy, saqraq sutinpi llapan nina pacha, ñakayki!","¡Perece, en nombre de Satanás y todo el infierno, te maldigo!",ENOJADO
A214,214.0,Oración,S,Hatun t´oqomanmi millay runakunaqa wañusqa runaq kurpunkunata chanqaykusqaku.,El agujero profundo fue donde los verdugos se libraron de los cuerpos de sus víctimas.,ENOJADO
A215,215.0,Oración,S,"Yaraqay nishutapunin sipisqa, ichaqa mikhuna churanan ch´usaq kasqa.","El hambre lo afligió cada vez más, pero su nevera estaba vacía.",ENOJADO
A216,216.0,Oración,S,Yaraqayqa cheqaqpunin sichus wakin wak runakunata  mikhunapaq qhawan.,El hambre es real cuando alguien mira a otras personas como algo para comer.,ENOJADO
A217,217.0,Oración,S,Manan waylluytaqa huchapi t´ikachinachu.,No permitir que el amor florezca es un pecado.,ENOJADO
A218,218.0,Oración,S,"Sach´a sach´a ñanpi, wañusqa taruqaq qaranta tarisqaku huk trampapi hap´ichikusqa.","Siguiendo el camino del bosque, encontraron la carcasa de un ciervo que había muerto cuando se quedó atrapado en una trampa.",ENOJADO
A219,219.0,Oración,S,Manan huk cheqninakuy  teqsimuyupi tiyaymanchu.,No puedo vivir en un mundo tan lleno de indiferencia y desensibilización.,ENOJADO
A220,220.0,Oración,S,John sapallanmi kasqa khumpankuna turiyaqtinku.,John estaba solo porque sus amigos se burlaron de él.,ENOJADO
A221,221.0,Oración,S,"John p´achanta mana musqachu t´qsayta, chaymi millayta asnasqa.","John decidió no lavar su ropa, lo que causó su olor desagradable.",ENOJADO
A222,222.0,Oración,S,"Mana rimayta atispa p´enqasqa, tiyanaypi tiyarani, llallisqa.","Tartamudeando y sonrojado, me senté en mi asiento, derrotado.",ENOJADO
A223,223.0,Oración,S,"Wiksan ch´illan ukhu kuchusqakunan kashan, ch´akisqa k´irikuna, q´oyukuna kuchusqakuna.","Su estómago y la ingle están marcados con trazas profundas, costras, moretones y cortes.",ENOJADO
A224,224.0,Oración,S,Kikin kayninqa manan allinchu kasqa yawar p´achayuqmi kasqa asnasqataqmi.,Su apariencia estaba fuera de lugar porque tenía ropa sangrienta y mal olor.,ENOJADO
A225,225.0,Oración,S,"Nanaypa ruwasqanmi kani, huk k´iri kicharisqa manan allinchu kanman.","Solo soy la suma total de dolor, una herida abierta que podría resultar fatal.",ENOJADO
A226,226.0,Oración,S,Manan allin musqhoymi kayku noqaykuwan  manan imatapas ruwayta atinkichu.,Somos tu peor pesadilla y no sabes qué hacer con nosotros.,ENOJADO
A227,227.0,Oración,S,¿Hayk´aqmi kay qhelli awqakunata sipiyta qallarisunchis?,¿Cuándo comenzaremos a disparar finalmente a estos sucios enemigos?,ENOJADO
A228,228.0,Oración,S,"Sichus llakisqa runata rikuni chayqa, kuypuypin nanayninta tarini.","Cuando veo a una persona que sufre, siento su dolor en mi cuerpo.",ENOJADO
A229,229.0,Oración,S,Mana samayniyuq kanankukama wayllunakurqanku. aswanpas mana kutichinakuspa.,"Se amaban hasta que estaban sin aliento, pero sin reciprocidad.",ENOJADO
A230,230.0,Oración,S,Chris manan ch´uya runachu.,Chris no es un aliado leal.,ENOJADO
H001,1,Palabra,W,Yana,Enamorado (a),FELIZ
H002,2,Palabra,W,Tayta,Padre,FELIZ
H003,3,Palabra,W,Kaqniyuq,Adinerado,FELIZ
H004,4,Palabra,W,Alaqha,Adorno,FELIZ
H005,5,Palabra,W,K'anchayay,Brillar,FELIZ
H006,6,Palabra,W,alqo/allqo,Perro,FELIZ
H007,7,Palabra,W,Tintin,Tumbo,FELIZ
H008,8,Palabra,W,Ayllu,Familia,FELIZ
H009,9,Palabra,W,Ch’ampa,Césped,FELIZ
H010,10,Palabra,W,Harawi,Poesía,FELIZ
H011,11,Palabra,W,Kusisqa,Feliz,FELIZ
H012,12,Palabra,W,Haylli,Himno,FELIZ
H013,13,Palabra,W,Illa,Amuleto,FELIZ
H014,14,Palabra,W,Kallpa,Fuerza,FELIZ
H015,15,Palabra,W,Aqha,Chicha,FELIZ
H016,16,Palabra,W,Awki,Hombre de mayor edad de una comunidad (anciano),FELIZ
H017,17,Palabra,W,Qatiy,Continúa! Sigue!,FELIZ
H018,18,Palabra,W,Qheshwa runa,Quechuas,FELIZ
H019,19,Palabra,W,Raymi,Fiesta,FELIZ
H020,20,Palabra,W,Raphi,Hoja,FELIZ
H021,21,Palabra,W,Pachaq chikusqankuna,Señas de la naturaleza,FELIZ
H022,22,Palabra,W,Taki,Canción,FELIZ
H023,23,Palabra,W,Seq'e,Dibujo,FELIZ
H024,24,Palabra,W,Tarpuy,Siembra,FELIZ
H025,25,Palabra,W,Ukyay,Beber,FELIZ
H026,26,Palabra,W,Hamaw t´a,Sabio,FELIZ
H027,27,Palabra,W,Unu,Agua,FELIZ
H028,28,Palabra,W,Rayqh a,Riachuelo,FELIZ
H029,29,Palabra,W,Sach'a,Árbol,FELIZ
H030,30,Palabra,W,Kusa,Magnífico,FELIZ
H031,31,Palabra,W,Mishk'i,Dulce / Agradable,FELIZ
H032,32,Palabra,W,Llamp’u,Suave,FELIZ
H033,33,Palabra,W,Pukllay,Jugar,FELIZ
H034,34,Palabra,W,Yachachiy,Enseñar,FELIZ
H035,35,Palabra,W,T’ikariy,Florecer / Prosperar,FELIZ
H036,36,Palabra,W,T'aqllay,Aplaudir,FELIZ
H037,37,Palabra,W,Ruruy,Producir,FELIZ
H038,38,Palabra,W,Ch’uya,"Limpio, perfecto",FELIZ
H039,39,Palabra,W,Llank’aq-masi,Compañero de trabajo,FELIZ
H040,40,Palabra,W,Llaphlla,Laminado,FELIZ
H041,41,Palabra,W,Q’ello,Amarillo,FELIZ
H042,42,Palabra,W,P’aqo,Rubio,FELIZ
H043,43,Oración,S,Llapanku aynipi yanapanakuspa llank'aranku,Todos se ayudaban trabajando en Ayni,FELIZ
H044,44,Oración,S,Qosqopi wakin runakunan sumaq wasikunata qespichiranku,Algunos personajes cusqueños construyeron hermosas casonas,FELIZ
H045,45,Oración,S,Chayaramuqtiykin kusisqa kashani,Estoy feliz porque llegaste,FELIZ
H046,46,Oración,S,Sumaqmi ñawiyki,Tus ojos son bonitos,FELIZ
H047,47,Oración,S,Kay llaqtapipunin tiyasaq,Siempre viviré en este pueblo,FELIZ
H048,48,Oración,S,Kutiramusaqña,Ya vuelvo,FELIZ
H049,49,Oración,S,Aychanmi mishk'illaña,Su carne es agradable,FELIZ
H050,50,Oración,S,Layomantan hamushani,Estoy viniendo de Layo,FELIZ
H051,51,Oración,S,T’ika wiñashan,La flor está creciendo,FELIZ
H052,52,Oración,S,Qanqa sumaq runa kanki,Tú eres buena gente,FELIZ
H053,53,Oración,S,Ñawinchaytan paqarin yachachisqayki,Mañana te enseño a leer,FELIZ
H054,54,Oración,S,Pedron llank’ashan,Pedro está trabajando,FELIZ
H055,55,Oración,S,Pedrowan Juanwanmi llaqtata rinku,Pedro y Juan se fueron a la ciudad,FELIZ
H056,56,Oración,S,Wawaqa wiñashanmi,El niño va creciendo,FELIZ
H057,57,Oración,S,Takiqkuna llaqtapi paqarin takinqaku,El conjunto musical tocará mañana en el pueblo,FELIZ
H058,58,Oración,S,Orqopi uywankunata michin,Pastea sus animales por el cerro,FELIZ
H059,59,Oración,S,Yanapasqayki,Te ayudaré,FELIZ
H060,60,Oración,S,Yuraq palomaqa chaypin kashan,Allí está la paloma blanca,FELIZ
H061,61,Oración,S,Payqa allin runan,Él es un buen hombre,FELIZ
H062,62,Oración,S,Papakunata wayk'usunchis,Vamos a cocinar papas,FELIZ
H063,63,Oración,S,"Arequipapin tiyani, kaymanta kani.","Vivo en Arequipa, soy de aquí.",FELIZ
H064,64,Oración,S,"Kay llaqtapi runakunaqa, wayra killapin hukllachakunku",En esta comunidad la gente se casa en el mes de agosto.,FELIZ
H065,65,Oración,S,Chay qochaq sutinqa Titikakan,Ese lago se llama Lago Titicaca,FELIZ
H066,66,Oración,S,Allin p´uyñukunataqa Machaqmarka llaqtapin ruwanku,Unas buenas tinajas elaboran en el pueblo de Machacmarca.,FELIZ
H067,67,Oración,S,Hallp´a mankapi mikhuna wayk´usqaqa mishk'illaña,Las comidas cocinadas en ollas de barro resultan muy sabrosas.,FELIZ
H068,68,Oración,S,Kusisqan kawsana,Vivamos felices,FELIZ
H069,69,Oración,S,Killachay p'unchawpin Pisaq llaqtapi qhatuykuna apakun,En el pueblo de Pisaq hay una gran feria dominical.,FELIZ
H070,70,Oración,S,Munayta riman,Habla lindo,FELIZ
H071,71,Oración,S,Arequipamantan kani,Soy de Arequipa,FELIZ
H072,72,Oración,S,Qan Lima llaqtapi kashanki,Tú estás en Lima,FELIZ
H073,73,Oración,S,Tayta intin sumaqta akchiyninwan k'anchaykuwanchis,El padre sol nos ilumina con su luz,FELIZ
H074,74,Oración,S,Sumaq intiraymi p'unchay,Feliz fiesta del sol,FELIZ
H075,75,Oración,S,Raymipi ashkha warmim kan.,En la fiesta hay muchas mujeres,FELIZ
H076,76,Oración,S,Qolla poqoy killapin kiwnaq q'omer rap'inkuna pallakun,Las hojas tiernas de la quinua se recogen en enero.,FELIZ
H077,77,Oración,S,Noqa huk karruta rikushani,Yo estoy viendo un carro,FELIZ
H078,78,Oración,S,Qan chocolateta munanki,Tú quieres chocolate,FELIZ
H079,79,Oración,S,Manan sasawanchu phishqa ñeqenmanta soqta ñeqenman wasapasaq,Pasaré sin mayores dificultades del quinto al sexto grado.,FELIZ
H080,80,Oración,S,Ñawpaqta rikch'arin,Despertó antes,FELIZ
H081,81,Oración,S,Kayqa huk watuchin,Esta es una adivinanza,FELIZ
H082,82,Oración,S,Kunkantan llamipayakun,Se le acaricia el cuello,FELIZ
H083,83,Oración,S,Chaninta imatapas ruwan,Él que obra correctamente,FELIZ
H084,84,Oración,S,Simi hunt’achiq,Él que completa la palabra,FELIZ
H085,85,Oración,S,Noqan millmata phushkani,Yo hilo la lana,FELIZ
H086,86,Oración,S,Runtuq yuraqllanta yuraq phosoqu kanankama qaywina,Bate la clara de este huevo hasta que tome el punto de nieve,FELIZ
H087,87,Oración,S,Estofadopaqqa rakhu rakhullatan papata sanawriata muyupi kuchuna,La zanahoria como las papas se rebanan en rodajas para cocinar el estofado.,FELIZ
H088,88,Oración,S,Sumaqllata yarqha patanta mana pukllaspalla hamunqa mana urmaykunapaq,"Vendrán con cuidado y sin jugar por la orilla de la acequia, no vaya a ser que se caigan",FELIZ
H089,89,Oración,S,Rimasqaytam ch´uyanchasaq,Lo que he dicho voy a aclarar,FELIZ
H090,90,Oración,S,Huk willakuyta qhelqashani,Estoy escribiendo un cuento,FELIZ
H091,91,Oración,S,Kay willakuyqa hukpa nisqanmi,Es información de segunda mano,FELIZ
H092,92,Oración,S,Noqan wasanchasaq,Yo voy a negar,FELIZ
H093,93,Oración,S,Willakuyta ñawinchan,Lee el cuento,FELIZ
H094,94,Oración,S,Qhelqaqa yuyaykunata qhelqanapaqmi allin,La escritura sirve para escribir ideas,FELIZ
H095,95,Oración,S,Huñunasqa rimaypa sonqonchayninqa ima ruwayninmi,El predicado es un elemento de la oración,FELIZ
H096,96,Oración,S,Wawachaykiqa allintañan rimashan,Tú hijita ya está hablando bien,FELIZ
H097,97,Oración,S,Imapas aynillan,Todo es recíproco,FELIZ
H098,98,Oración,S,Kusikunapaq ruwaykunatan kunan ruwasunchis,Ahora haremos un drama,FELIZ
H099,99,Oración,S,Payqa sumaqtan takin,Ella canta hermoso,FELIZ
H100,100,Oración,S,Willakuykunaqa tukuymanta rimariqmi,Los cuentos son textos narrativos,FELIZ
H101,101,Oración,S,Imakuna pasasusqaykimanta qhelqatan ñawinchanki,Vas a leer el texto anecdótico,FELIZ
H102,102,Oración,S,¿Wayrari kallpayuqchu?,¿El viento tiene fuerza?,FELIZ
H103,103,Oración,S,Imapas allillanmi kanqa,Todo va a estar bien.,FELIZ
H104,104,Oración,S,Wasiypin aylluywan kushka karani,Estaba en mi casa con mi familia,FELIZ
H105,105,Oración,S,Añanchaykiqa allinmi karan,Tu agradecimiento estuvo bien,FELIZ
H106,106,Oración,S,Ishkaychasqa saraqa allin kawsaytan apamuwanchis,El maíz emparejado nos trae buena vida,FELIZ
H107,107,Oración,S,Runakunaqa chinlinyaq alakhayuqkunan tusunku,Las personas danzan con cascabeles,FELIZ
H108,108,Oración,S,Ch’illikuchaqa q’omir raphikunata mikhuspa kawsan,El grillo vive alimentándose de hojas verdes,FELIZ
H109,109,Oración,S,Yana ch’umpi kawallutaqa alasan ninku,Al caballo marrón oscuro le dicen alazán,FELIZ
H110,110,Oración,S,Rakhu p’achaqa chirimanta kurkunchista hark’an,La ropa gruesa protege nuestro cuerpo del frío,FELIZ
H111,111,Oración,S,P’unchawniykipiqa kusisqallaña kanaykitan munani,Deseo que pases tu cumpleaños contento y feliz,FELIZ
H112,112,Oración,S,Noqaqa yachachiqniypa llapa rimasqanpi iñini,Yo creo en todo lo que dice mi profesor,FELIZ
H113,113,Oración,S,Iphu parachaqa chakrakunata munayta wiñachin,La garúa beneficia muchísimo a las chacras,FELIZ
H114,114,Oración,S,Chiri uchu mikhuypiqa kaw kaw churasqa kanpunin,El chiri uchu siempre lleva menudencia de res,FELIZ
H115,115,Oración,S,Kullkuqa sach’a patakunamanta munayta takimun,La paloma torcaz canta melodiosamente desde los árboles,FELIZ
H116,116,Oración,S,Kuraq turayqa Qosqopi llank’an,Mi hermano mayor trabaja en el Cusco,FELIZ
H117,117,Oración,S,Makiypi k’irichayqa ña thanishanña,La herida de mi mano ya está cicatrizando,FELIZ
H118,118,Oración,S,Yachay sapa wawakunaqa manan hayk'aqpas yarqaytaqa muchunqakuchu,Los niños sabios nunca jamás sufrirán hambre,FELIZ
H119,119,Oración,S,K’usilluchaqa wawakunaq tukuy ima rurasqanta yachapayan,El monito imita todo lo que hacen los niños,FELIZ
H120,120,Oración,S,Chay erqeqa asiqllaña,Ese niño es gracioso,FELIZ
H121,121,Oración,S,Pusaq killayuq wawaqa lat’akachanñan,Los bebés de ocho meses ya gatean,FELIZ
H122,122,Oración,S,Puka layuq saphinqa allinmi ukhu onqoymanta hampiwananchispaq,La raíz del trébol rojo es buena para curar la tos,FELIZ
H123,123,Oración,S,Wawakunaqa waylichaq mishk’itan huñumunku,Los niños recogen miel de abeja,FELIZ
H124,124,Oración,S,Wawakunaqa ishkay ishkaymanta tusunku,Los niños se emparejan para bailar,FELIZ
H125,125,Oración,S,Riksisqaykunaqa llapanmi hawa llaqtakunapi llamk’aq yachachiqkuna kanku,Todos mis amigos son profesores que trabajan en el medio rural,FELIZ
H126,126,Oración,S,Noqaqa tayta mamayta anchata munakuni,Yo amo muchísimo a mis padres,FELIZ
