qc,sp
"Tocinotaqa kachiwan, pimientawan, ñut’u ñut’uwan, iskay menta k’allmawan ima timpuchina. Huk tuta samay utaq huk horallapas. Chaymantataq, rupha aceitepi rawk’ana, khuchi aycha qarata jap’inaykikama. Suyachiy.
Remolachakunata qaranmanta hurquspa pisi yakuwan chaqruna. Huk kuti chaqrusqaña kaptinqa, chay liquido tarisqanchikta colaspa waqaychana, chaymi esencia kanqa, chaymi puca picanteman colorta qunqa.
Huk mankapi allin ch’aqchuy aceiteta churaspa, ch’uñuta huk chhika kachiwan q’uñichiy. Chaymanqa ñut’u añuta yapaykusun, hinaspataq q’uñichiyta hinalla ruwana. Chaymanqa panca chilita yapaykusun, allinta tinkuchispa iskay kimsa minutu yanuna. Kachiwan, cominowan, pimientawan ima timpuchina. Chaymanqa maníta yapaykusun, hinaspa allinta aderezoman churana. 
Papata yapaykuspa, salsawan allinta chaqruspa. Chaymanqa caldota, menta k’allmatapas yapaykusun. Iskay kimsa minutupaq yanuna. Menta k’allmata hurquy.
Papa yaqañaña kaptin, khuchi aycha qarata yapaykusun, chaymantataq chay chaqrusqa remolachata pisi pisimanta hich’aykusun, munasqa puka llimp’iman chayanankama. Qhipa timpuchiyman apamuspa ninamanta hurquna.
Ruphaypi serviy. Arroz granuadowan, sarsa criollowan ima haywarina.","Condimentar la panceta con sal, pimienta, ajos chancados y dos ramas de hierbabuena. Reposar de un día para otro o durante una hora como mínimo. Luego, freír en aceite caliente hasta obtener un chicharrón de chancho. Reservar.
Pelar las beterragas y licuarlas con un poco de agua. Una vez licuadas, colar y reservar el líquido obtenido, que será la esencia que dará color a la puca picante.
Colocar un buen chorro de aceite en una olla y sofreír ahí la cebolla con una pizca de sal. Agregar el ajo molido y seguir sofriendo. Adicionar el ají panca, integrar bien y continuar la cocción por unos minutos. Sazonar con sal, comino y pimienta. Añadir el maní e incorporarlo bien al aderezo. 
Agregar las papas y mezclarlas bien con el sofrito. Añadir el caldo y una rama de hierbabuena. Cocinar por unos minutos. Retirar la rama de hierbabuena.
Cuando las papas estén casi listas, incorporar el chicharrón y verter la beterraga licuada poco a poco, hasta alcanzar el tono rojizo deseado. Dar un último hervor y retirar del fuego.
Servir caliente. Acompañar con arroz graneado y sarsa criolla."
"Caiguaspa huknin puntanta kuchuspa muhunta hurquna. Caiguas nisqakunataqa unupi huk chhika kachiwan 2 minutupaq blanqueana. Chaymantataq chiri yakuman challpuy, manaña yanukunanpaq. Suyachiy.
Huk mankapi chawpi ninapi 2 cuchara verdura aceiteta ruphaykachina. Siwullawan, ajowan, tomatewan, tomate pastawan, panca chiliwan, q’illu chiliwan ima, juk aderezota wakichina.
Chay p’acha allinña kaptinqa, chaymanqa ñut’u aychata yapaykusun. Oréganowan, kachiwan, pimientawan, cominowan ima, munasqaman hina timpuchina. 10 15 minutukunata utaq aycha tukunankama yanuna.
Sapaq mankapi 5 utaq 6 cuchara hunt’achiyta t’aqana. 
Mankapiqa ch’akisqa t’antata (awpaqta ch’akichisqa, kuchusqa), yana pasasta, aceitunas, sinchi timpusqa uhuta ima churana. Huñuy hinaspa ruphaymanta hurquy.
Caiguas nisqakunataqa ñawpaq chaqrusqawan hunt’achispa kuchusqa puntankunawan wisq’ana.
Huk mankapi, waqaychasqa hunt’achiyta (mankapi kaq) waka aycha caldota ima churana. Chay pataman hunt’asqa caiguas nisqakunata churaspa, mankata tapaspa yaqa 15 minutu yanuna.
Chay hunt’asqa caiguas nisqakunata yuraq arrozwan utaq puréwan haywarina.","Cortar una punta de las caiguas y retirar las semillas. Blanquear las caiguas en agua con una pizca de sal por 2 minutos. Luego sumergirlas en agua helada para cortar la cocción. Reservar.
En una olla a fuego medio, calentar 2 cucharadas de aceite vegetal. Preparar un aderezo con la cebolla, el ajo, el tomate, la pasta de tomate, el ají panca y el ají amarillo.
Cuando el aderezo esté listo, agregar la carne picada. Condimentar con orégano, sal, pimienta y comino al gusto. Cocinar de 10 a 15 minutos o hasta que la carne esté lista.
Separar 5 o 6 cucharadas de relleno en un bowl aparte. 
En la olla agregar el pan remojado (previamente escurrido y troceado), las pasas negras, las aceitunas y el huevo duro. Integrar y retirar del fuego.
Rellenar las caiguas con la mezcla anterior y cerrarlas con las puntas cortadas.
En una olla, colocar el relleno reservado (el que está en el bowl) y el caldo de res. Colocar encima las caiguas rellenas, tapar la olla y cocinar por 15 minutos aproximadamente.
Servir las caiguas rellenas con arroz blanco o puré."
"Plátanotaqa rakhu phatmakunaman kuchuspa.
Rawk’aspa huk laduman churay.
Huk sartenman aceiteta churaspa ruphaykachina.
Chaymanqa ch’uñuta yapaykusun.
Kachita huk sabor yapay.
Chaymanqa ajo, comino, pimienta, q’illu chili, tomate ima churana.
Allinta chaqruna.
Chayman yanusqa habasta yapaykusun. Chaqruy.
Huk chhika kachita yapaspa chaqruy.
Chaymanqa arrozta yapaykusun. Tukuy imata chaqruy.
Huk sartenman aceiteta yapaspa pisillata ruphaykachina.
Chay habas chaqrusqata arrozwan yapay.
Chaymanqa oval nisqa rikch’ayta quyta qallariy, sartenta kuyuchispa.
Huk platoman hich’ay.
Lomo saltadowan utaq plátano fritowan (bellaco utaq isla) kuska.","Cortar el plátano en láminas gruesas.
Freír y reservar.
Colocar aceite en una sartén y calentar.
Agregar la cebolla.
Añadir una pizca de sal.
Agregar el ajo, comino, pimienta, ají amarillo y tomate.
Mezclar bien.
Añadir el frejol cocido. Mezclar.
Agregar una pizca de sal y mezclar.
Añadir el arroz. Mezclar todo.
Agregar aceite en una sartén y dejar calentar un poco.
Añadir la mezcla de frejoles con arroz.
Empezar a darle forma ovalada moviendo la sartén.
Servir en un plato.
Acomopañar con lomo saltado o plátano (bellaco o de isla) frito."
"Chay cilantrota, unuta ima licuadoraman churay. Chaqruy hinaspa waqaychay.
Wallpa kuchukunataqa huk mankapi churay.
Kachi, pimienta, comino ima munasqaykiman hina yapay. Yaqa 20 minutu samananpaq saqiy.
Huk mankaman aceiteta churaspa wallpataqa q’illuyachina. Represakunata hurquspa waqaychay.
Chay kikin mankapi ch’uñuta, añuta ima churana. Sauté.
Chaymanqa kachita, pimientata, cominota ima churana. Chaqruy.
Chaymanqa q’illu pimienta, panka pimienta ima churana. Huñunakunankupaq.
Chay cilantro chaqrusqata mankaman hich’ay. Kuyurichispa 5 minutu yanuna.
Wallpa phatmakunata, wallpa caldotapas yapaykusun.
Chaymanqa zanahoriatapas, guisantestapas yapaykusun. Chaqruspa yuraq arrozwan, yuca parboiledwan ima haywarina.","Poner en la licuadora el culantro y el agua. Licuar y reservar.
Colocar en un bowl las presas de pollo.
Añadir la sal, la pimienta, el comino al gusto. Dejar reposar unos 20 minutos.
Añade aceite en una olla y dorar el pollo. Retirar las presas y reservarlas.
En la misma olla colocar la cebolla y el ajo. Sofreír.
Añadir sal, pimienta y comino al gusto. Mezclar.
Colocar el ají amarillo y el ají panca. Integrar.
Verter la mezcla de el culantro en la olla. Remover y dejar cocinar por 5 minutos.
Colocar las presas de pollo y el caldo de pollo.
Añadir la zanahoria y las alverjas. Mezclar y servir con arroz blanco y yuca sancochada."
"Ajo, panca chili, orégano, puka vinagre, silao ima chaqruna. Kachiwan, pimientawan, cominowan ima, munasqaman hina timpuchina. Chaymanqa higadokunata yapaykusun, hinaspa huk horallapas refrigeradorpi marinanankupaq saqiy.
Papata t’impuchiy, qaranmanta hurquspataq phatmaman kuchuspa.
Hatun sartenpi sinchi ninapi iskay higado filetekunata pisi aceitewan rawk’ana. Chay filetekunata hurquspa kuskan cebollatawan q’illu chili pimentutapas yapaykusun. Paway. Chaymantaqa kuskan tomateta yapaykusun, hinaspataq salteayta hinalla. Chaymanqa rawk’asqa higadokunata churana, huk ch’aqchuy adobo yakumanta, huk ch’aqchuy yakutapas yapay. Condimentota allichay.
Ñawpaq ruwayta yapamanta ruway, iskay puchuq higadokunata wakichinapaq.
Chaylla yanusqa papawan kuska haywarina. Yuraq arrozwan kuska haywarina.","Mezclar el ajo, el ají panca, el orégano, el vinagre tinto y el sillao. Condimentar con sal, pimienta y comino al gusto. Agregar los hígados y dejarlos marinar en la refrigeradora por una hora como mínimo.
Sancochar las papas, pélalas y cortarlas en rodajas.
En una sartén grande a fuego alto, freír dos filetes de hígado con un poco de aceite. Retirar los filetes y añadir la mitad de la cebolla y del ají amarillo. Saltear. Enseguida, agregar la mitad del tomate y seguir salteando. Incorporar los hígados fritos, añadir un chorro del líquido de la marinada y un chorro de agua. Rectificar la sazón.
Repetir el paso anterior para preparar los dos hígados restantes.
Servir de inmediato con las papas cocidas. Acompañar con arroz blanco."
"Uhukunata maqchispa tortilla hina rawk’ana. Tortillataqa tawa kuchuman kuchuy. Suyachiy.
Wallpa ñuñuta kuchuman kuchuy.
Rupha aceiteyuq sartenpi wallpa ñuñuta anchata ninapi kionwan kachiwan ima, malliyman hina rawrachina.
Chayman yanusqa arrozta yapaykusun, rawrachispa silaotapas yapaykusun. Allinta incorporar.
Chaymanqa chino habas, china cebolla, sésamo aceite, reservado uhu ima churana. Sautasqa hinaspa condimentota allichay.
Ruphaypi serviy. Tamarindo salsawan kuska haywarina.","Batir los huevos y freírlos a manera de tortilla. Cortar la tortilla en cuadrados. Reservar.
Cortar la pechuga de pollo en cubos.
En una sartén con aceite caliente, freír a fuego alto la pechuga de pollo con el kion y sal al gusto.
Agregar el arroz cocido, freírlo y echar el sillao. Incorporar bien.
Añadir el frejol chino, la cebolla china, el aceite de ajonjolí y el huevo reservado. Saltear y rectificar la sazón.
Servir caliente. Acompañar con salsa de tamarindo."
"Hampisqa aychata, plátanota, misk’i chilitapas huch’uy cuadradokunaman kuchuspa. Chilimanta venakunata, muhukunatapas hurquna. Suyachiy.
Plátanotaqa rupha aceitepi rawrachina. Suyachiy.
Chay jerkytaqa ruphay sartenpi utaq wokpi ruphaykachina. Chayman yanusqa arrozta yapaspa allinta hukllana.
Chaymanqa misk’i chilita, silaotapas yapaykuy. Salteayta hinalla.
Chaymanqa ch’uñu chino, plátano rawk’asqa, tortilla de huevo, sachaculantro, aceite de sésamo ima churana. Salteayta hinalla ruwana.
Condimentota allichanapaq, servinapaq ima.","Picar en cuadraditos la cecina, el plátano bellaco y el ají dulce. Retirar las venas y las semillas del ají. Reservar.
Freír el plátano en aceite caliente. Reservar.
Saltear la cecina en una sartén o un wok caliente. Agregar el arroz cocido e integrar bien.
Añadir el ají dulce y sillao al gusto. Seguir salteando.
Incorporar la cebolla china, el plátano frito, la tortilla de huevo, el sachaculantro y el aceite de ajonjolí. Continuar salteado.
Rectificar la sazón y servir."
"Plátanokunataqa qaranmanta hurquspa phatmakunapi kuchuna.
Huk sartenpi achka aceiteta ruphaykachispa plátano phatmakunata rawrachina.
Chay rawk’asqa plátano phatmakunataqa, ruphayraq, huk mortero nisqapi, yaqa iskay cuchara mantequillawan, kachiwan ima, malliykusqanman hina, ñut’una. Chay mantequillaqa plátano ruphaywanmi chullunqa.
Chay ñut’usqa plátanotaqa khuchi aycha qarawan chaqruna.
Chaymanta, ancha chuya makiwan, tacacho bolakunata rikchachina. Kay recetaqa yaqa kimsa bolapaqmi suficiente.
Chay jerkytaqa huk cucharadita mantequillawan wirasqa rupha sartenpi q’illuyachispa. Chay jerkypa sapa lawninpi iskay minutollam suficiente kanqa.
Chay cocota qaranmanta hurquspa uchuy tawa kuchuman kuchuspa, mana muhuyuq. Charapita pimentukunamanta saphinta hurquspa sapa pimientota cuchillowan ñut’uspa sumaqllata kuchuna. Chay cocota charapita chiliwan chaqruna. Kachiwan timpuchispa sachaculantro phatmasqawan ch’allaykusun.
Tacachotaqa hampisqa aychawan haywarina, coco chiliwantaq kuskachana.","Pelar los plátanos y cortarlos en rodajas.
Calentar abundante aceite en una sartén y freír las rodajas de plátano.
Aplastar las rodajas de plátano fritas, aún calientes, en un mortero, con unas dos cucharadas manteca de cerdo y sal al gusto. La manteca se derretirá con el calor del plátano.
Mezclar el plátano aplastado con el chicharrón de cerdo.
Luego, con las manos bien limpias, dar forma a las bolas de tacacho. Esta receta alcanza para tres bolas aproximadamente.
Dorar la cecina en una sartén caliente engrasada con una cucharadita de manteca de cerdo. Dos minutos por cada lado de la cecina serán suficientes.
Pelar la cocona y cortarla en cuadraditos, sin semillas. Retirar el tallo de los ajíes charapita, aplastar cada ají con el cuchillo y picar finamente. Mezclar la cocona con el ají charapita. Sazonar con sal y espolvorear sachaculantro picado.
Servir el tacacho con la cecina y acompañar con el ají de cocona."
"Huk mankapi kachiyuq yakuta churaspa ruphayman apamuy.
Wallpa mikhunata yapaykusun.
45 minutupaq par timpuchiy.
Wallpata hurquspa caldota waqaychay.
Huk mankapi añuta churay.
Chaymanqa ch’uñuta yapaykusun.
Pacha.
Chaymanqa cominotapas gustoman hina churana, cúrcuma nisqatapas, laurel raphikunatapas. Chaqruy.
Iskay kimsa minutullata rawrachina.
Wallpata yapaykuspa chaqruna.
Qallariypi waqaychasqa wallpa caldota yapaykusun.
Yaqa 10 minutu yanuna.
Wallpata hurquy.
Chaymanqa arrozta yapaykusun.
Chaqruspa arroz granuta saqiy.
Chay arrozman sumaq kuchusqa cilantrota yapaspa chaqruna.
Arrozta ninamanta hurquspa huk mankapi chiriyananpaq saqiy.
Chay cocotaqa cubos nisqaman kuchuspa, muhukunata hurquspa.
Huk mankapi churay.
Charapita chilita ñut’uspa kuskanman kuchuspa.
Chay charapita chilita cocowan yapaykusun.
Chaymanqa tawa kuchusqa ch’uñuta, limón jugota, kachita ima churana.
Chaqruspa waqaychay.
Arrozman uhukunata yapaspa huk rikchaq masata tarinaykikama chaqruna.
Iskay asnasqa bijado raphikunata chakasqata mesa patapi churay.
Chaykunamanqa arrozpa huk partenta churay.
Wallpata, 1/2 unidad sinchi timpusqa uhuta, aceitunastapas yapaykusun.
Tukuy imata wichqay hinaspa rafia cintapa yanapayninwan watay.
Yaqa 30 minutu timpuchiy.
Ninamanta hurquy.
Servispa juaneta kichay.
Coco chiliwan kuska haywarina.
Kusirikuy!","Colocar agua con sal en una olla y llevar al fuego.
Añadir las presas de gallina.
Dejar sancochar por 45 minutos.
Retirar la gallina y reservar el caldo.
Colocar ajos en una olla.
Añadir la cebolla.
Salpimentar.
Añadir comino a gusto, la cúrcuma y las hojas de laurel. Mezclar.
Dejar sofreír por unos minutos.
Añadir las gallina y mezclar.
Agregar el caldo de gallina que se reservó al inicio.
Dejar cocinar por unos 10 minutos.
Retirar la gallina.
Agregar el arroz.
Mezclar y dejar granear el arroz.
Añadir el sacha culantro picado finamente sobre el arroz y mezclar.
Retirar el arroz del fuego y dejar enfríar en una fuente.
Cortar la cocona en cubitos retirandole las pepas.
Colocarlo en un bol.
Aplastar el ají charapita y cortarlo por la mitad.
Añadir el ají charapita con la cocona.
Agregar la cebolla cortada en cuadraditos, el jugo de limón y sal.
Mezclar y reservar.
Agregar los huevos al arroz y mezclar hasta obtener una especie de masa.
Colocar dos hojas de bijado soasadas cruzadas en la mesa.
Colocar una porción de arroz sobre ellas.
Agregar la presa de pollo, 1/2 unidad de huevo duro y las aceitunas.
Cerrar todo y amarrar con ayuda de cinta rafia.
Llevar a hervir por unos 30 minutos.
Retirar del fuego.
Servir y abrir el juane.
Acompañar con ají de cocona.
¡Disfrutar!"
"huk sartenpi aceiteta ruphaykachiy.
Chaymanqa q’illu chilita, puka ch’uñuta, ajota, huacatay raphikunata ima churana.
Yaqa 5 minututa rawk’ana.
Chay licuadoraman lecheta, 3 cuchara aceiteta ima churana.
Chaymanqa mirasol chili licuado, yaku galleta, cacahuete tostado hinaspa queso serrano nisqakunata churana.
Kachiwan chaqruna malliykusqanman hina ocopa homogéneo kanankama.
Huk platopi lechuga raphita churaspa papa phatmakunata yapaykusun.
Papata ocopa cremawan bañaspa timpusqa uhuwan, yana aceitunaswan sumaqchana.","Calentar aceite en una sartén.
Añadir el ají amarillo, la cebolla roja, los ajos y las hojas de huacatay.
Freír por unos 5 minutos.
Colocar en la licuadora la leche y 3 cucharadas de aceite.
Agregar el ají mirasol licuado, las galletas de agua, el maní tostado y el queso serrano.
Licuar con sal al gusto hasta que la ocopa quede homogénea.
Colocar una hoja de lechuga en un plato y agregar rodajas de papa.
Bañar las papas con la crema de ocopa y decorar con huevo cocido y aceitunas negras."
"Wallpa chakikunata mayllana, pichay.
Huk mankapi anticuchero aderezota ruwana, ñut’usqa panca chili, ajo, orégano, comino, kachi, pimienta ima chaqruspa.
Chay salsata chakikunaman hich’aykuspa allinta kuyurichina. 30 minutukunata marinananpaq saqiy.
Chay sartenman utaq planchaman pisi aceiteta churaspa estufata chawpi ninapi churana. Ruphaptinqa chakikunata churaspa sapa kuti muyuchina, chaynapi yanukuy hina kananpaq. Chawpi ninapi yanuspa tukukuypi huqariy q’illuyayta tukunallapaq.
Chili pimienta a la parrilla:

Chay pimientokunataqa hatun phatmakunaman kuchuspa. Muhukunata, venaskunatapas saqiy.
Chay chili t’aqakunata licuadoraman churay, chaymantataq aceiteta, vinagreta ima churana. Kachita, pimentutapas yapay.
Chay ch’uñu chinata kuchuspa chay chaqrusqa rocotoman yapay. 
Necesario kaqtinqa condimentota allichay.
Criollomanta sarsa:

Chay ch’uñuta juliana llimp’ikunaman kuchuspa. Chaymanqa coriandro raphikunata, kuskan pitasqa limo chilita (mana venasniyuq, mana muhuyuq), limón jugota, kachita, pimienta ima churana.","Lavar y limpiar las patas de pollo.
En un bol hacer el aderezo anticuchero, mezclando el ají panca molido, el ajo, el orégano, el comino, la sal y la pimienta.
Echar la salsa en las patas y remover bien. Dejar macerar por 30 minutos.
Colocar un poco de aceite en la sartén o plancha y prender la cocina a fuego medio. Cuando esté caliente, colocar las patitas y dar vueltas de rato en rato para tener una cocción pareja. Cocinar a fuego medio y subir al final solo para terminar de dorar.
Ají parrillero:

Picar los ajíes en trozos grandes. Dejar las pepas y las venas.
Colocar los trozos de ají en la licuadora, añadir el aceite y el vinagre. Agregar sal y pimienta.
Picar la cebolla china y agregarla al rocoto licuado. 
Rectificar la sazón si es necesario.
Sarsa criolla:

Picar la cebolla en juliana. Agregar las hojas de culantro finamente picadas, medio ají limo picado (sin venas ni pepas), el zumo del limón, sal y pimienta."
"Higadota mayllaspa pichay, ch’akichispa llañu llañuman kuchuspa. Suyachiy.
Huk mankapi, chay adobo nisqataqa ruwana, chaypaqqa chili especial, ajo ñut’usqa, comino, pimienta, kachi, orégano, vinagre ima chaqruspa.
Higado llimp’ikunata adobo nisqaman challpuspa 30 minutu tiyachina.
Huk sartenman aceiteta churaspa higadota rawrachina. Suyachiy.
Yuccakunata partiblaspa uchuy kuchuman kuchuna.
Lechuga ralladowan, yuca parboiledwan ima haywarina. Chay lechugamanqa vinagretachata yapaykuy.
Rocoto a la parrilla:

Rocotos nisqakunataqa hatun phatmakunaman kuchuspa. Muhukunata, venaskunatapas saqiy.
Rocoto t’aqakunata licuadoraman churay, aceiteta, vinagreta ima churana. Kachita, pimentutapas yapay.
Chay ch’uñu chinata kuchuspa chay chaqrusqa rocotoman yapay.
Necesario kaqtinqa condimentota allichay","Lavar y limpiar el hígado, secar y cortar en tiras delgadas. Reservar.
En un bol hacer la marinada mezclando el ají especial, el ajo molido, el comino, la pimienta, la sal, el orégano y el vinagre.
Sumergir las tiras de hígado en la marinada y dejar reposar por 30 minutos.
Poner aceite en una sartén y freír el hígado. Reservar.
Sancochar las yucas y cortarlas en trozos pequeños.
Servir con lechuga picada en tiras y yuca sancochada. Agregar un poquito de vinagreta a la lechuga.
Rocoto parrillero:

Picar los rocotos en trozos grandes. Dejar las pepas y las venas.
Colocar los trozos de rocoto en la licuadora, añadir el aceite y el vinagre. Agregar sal y pimienta.
Picar la cebolla china y agregarla al rocoto licuado.
Rectificar la sazón si es necesario"
"Sarata huk mankapi churay. Chaykunataqa yakuwan qataspa aniswan asukartawan yapaykusun.
20 minutu timpuchina.
Manaraq ninamanta hurquchkaspaqa, limónpa yakunta siq’ina, chaynapi granukuna llampu llimpiyuq kananpaq, manataq q’illu hinachu.
Sarata q’uñichispa musuq quesowan, chili salsakunawan ima haywarina.
Huacatay chilipaq:

Q’illu pimentutaqa kuchuy. Ama muhukunata nitaq venastapas hurqunachu picante kananpaq.
Tukuy imakunawan chaqruna.
Huancaína salsapaq:

Chilita pichay. Muhukunata, venakunatapas hurquy.
Huk sartenpi huk ch’alla aceiteta ruphaykachiy. Chaymanqa ch’uñuta, ajota, ch’uya chilita ima churana. Paway.
Chaymanqa musuq quesota, galletatapas yapaykusun. Salteayta hinalla.
Tukuy imata aceitewan, vaporizado lechewan, kachiwan ima chaqruna. Aswan sumaq textura munaspaqa colar.","Colocar los choclos en una olla. Cubrirlos con agua y agregar el anís y el azúcar.
Hervir por 20 minutos.
Antes de sacarlos del fuego, exprimir el zumo de un limón para que los granos queden de color claro y no amarillentos.
Dejar enfriar los choclos y servirlos con el queso fresco y las salsas de ají.
Para el ají de huacatay:

Picar el aji amarillo. No retirar ni pepas ni venas para que sea picante.
Licuar con todos los ingredientes.
Para la salsa huancaína:

Limpiar el ají. Retirarle las pepas y las venas.
Calentar un chorro de aceite en una sartén. Agregar la cebolla, el ajo y el ají limpio. Saltear.
Añadir el queso fresco y la galleta. Seguir salteando.
Licuar todo con el aceite, la leche evaporada y la sal. Colar si se desea una textura más fina."
"Aychata huk mankapi yakuwan kachiwan malliyninchikta churana. Pisi ninapi huk horata utaq huk hora kuskanta yanuna.
Aycha wayk’usqaña, llamp’uñataq, papata, sarata, q’umir habastakunata, ancho habastakunata, tukuy phatmasqa verdurakunata ima churana. 10 15 minutukama yanuna.
Chaykamaqa, q’umir salsata wakichina. Chaypaqqa huk cuchara aceiteta sartenpi ruphaykachispa huk cuarto ch’uñuta iskay clavo ajowan q’illuyachina. Ñawpaqta hurqusqa albahacata, espinacatapas yapaykusun hinaspa q’illuyachiyta hinalla. Chaymanta, kay salsata chaqruna musuq quesowan, queso parmesanowan, kachiwan hinaspa yaqa iskay cuchara caldowan mankamanta.
Verdurakuna yaqa listoña kaptinqa, chay mankaman kuskan verde salsata yapaykusun, chaymantapas chay junta fideokunawan kuska. Fideokuna al dente kanankama yanuna.
Manaraq ninata wañuchichkaspa, huknin kuskan verde salsata yapaykusun, hinaspa kachiwan condimentota allichay.
Ruphaypi, hunt’asqata ima haywarina.","Poner la carne en una olla con el agua y sal al gusto. Cocinar a fuego bajo por una hora o una hora y media.
Cuando la carne esté cocida y suave, añadir la papa, el choclo, el frejol verde, las habas y todas las verduras picadas. Cocinar de 10 a 15 minutos.
Mientras tanto, preparar la salsa verde. Para ello, calentar una cucharada de aceite en una sartén y dorar un cuarto de cebolla con dos dientes de ajo. Agregar la albahaca y la espinaca previamente deshojadas y seguir dorando. Luego, licuar este sofrito con el queso fresco, el queso parmesano, sal y unos dos cucharones del caldo de la olla.
Cuando las verduras estén casi listas, incorporar la mitad de la salsa verde a la olla, junto con los fideos canuto. Continuar la cocción hasta que los fideos estén al dente.
Antes de apagar el fuego, echar la otra mitad de la salsa verde y rectificar la sazón con sal.
Servir caliente y contundente."
"Habastaqa timpusqa kachiyuq yakupi 2 minutu yanuna. Hielo yakuwan hurquspa manaña yanunachu. Chay habaskunaqa ñawpaqmantaraqmi yanusqa kanqa.
Sinqataqa kachiwan, pimientawan, cominowan, kuskan ajo picasqawan ima timpuchina. Iskay kimsa minutu sayachina.
Huk sartenpi sésamo aceiteta ruphaykachispa wallpataqa q’illuyachina. Allinta q’illuyaptinqa, huk ch’uñuta caldota yapay, wallpa yanuyta tukunanpaq. 
Chaymanqa puchuq ajota, panca chilita, cominota, pimientota ima churana.
Chaymanqa pimientota yapaykusun, hinaspa iskay kimsa segundota yanuna.
Ñawpaq yanusqa habaswan, cebollawan, silaowan, ostra salsawan ima hinalla ruwana.
Tukuyninpiqa tomateta, vinagreta ima churana.
Chay papas fritas nisqawan hukllawaspa perejil utaq cilantro phatmasqawan ch’allaykusun.","Cocinar las vainitas en agua hirviendo con sal por 2 minutos. Retirar y cortar la cocción con agua helada. Las vainitas quedarán precocidas.
Sazonar la pechuga con sal, pimienta, comino y la mitad del ajo molido. Dejar reposar por unos minutos.
Calentar el aceite de ajonjolí en una sartén y dorar el pollo. Cuando esté bien dorado, echar un chorrito de caldo para que el pollo termine de cocinarse. 
Añadir el resto del ajo, el ají panca, el comino y la pimienta.
Agregar el pimiento y dejar que se cocine por unos segundos.
Seguir con las vainitas precocidas, la cebolla, el sillao y la salsa de ostión.
Al final, echar el tomate y el vinagre.
Integrar con las papas fritas y espolvorear perejil o culantro picado."
"Wallpataqa timpuchispa hak’upi dragachispa rupha aceitepi rawrachina.
Huk mankapi yakuta timpuchina, 1 1⁄2 cuchara kachiwan, 2 laurel raphikunawan ima.
T’impunanpaq chayamuptinqa ch’uñuta, chili pimentukunata ima churana. 2 minutupaq yanuna. Colar y reservar.
Sapaqmanta, ñut’u chili pimentukunawan, ajowan, cominowan, kachiwan, pimientawan, iskay laurel raphikunawan, 2 cuchara vinagrewan ima, juk aderezota wakichina.
Wallpa caldota, orégano tostadotapas yapaykusun.
Chayman yanusqa ch’uñuta, chili pimientokunata ima churaspataq kachiwan, pimientawan, huk cuchara vinagrewan ima condimentota allichay. Necesario kaptinqa yakuta yapay. Ch’uñuqa jugoyuqmi kanan.
Wallpa rawk’asqakunataqa ch’uñuwan tapaspa samananpaq saqiy.
Lechugawan, q’illu papawan, sinchi timpusqa uhuwan, aceitunaswan ima haywarina.","Salpimentar el pollo, pasar por la harina y freír en aceite caliente.
En una olla hervir agua con 1 ½ cucharadas de sal y 2 hojas de laurel.
Al romper el hervor, agregar las cebollas y los ajíes cortados. Cocinar por 2 minutos. Colar y reservar.
Aparte, preparar un aderezo con los ajíes molidos, el ajo, el comino, sal, pimienta, dos hojas de laurel y 2 cucharadas de vinagre.
Agregar el caldo de pollo y orégano tostado.
Añadir las cebollas y los ajíes cocidos y rectificar la sazón con sal, pimienta y una cucharada más de vinagre. Adicionar agua si es necesario. El encebollado debe quedar jugoso.
Cubrir los pollos fritos con el encebollado y dejar reposar.
Servir con lechuga, camote amarillo, huevo duro y aceituna."
"Huk mankapi wasan tullutapas challwa umatapas churay.
Chaymanqa yakuta, ch’uñuta, ajota, kionta, apiota, cilantrota ima churana.
Kachiwan, pimientawan ima timpuchina.
20 minutu timpuchina. Necesarioman hina espuma.
Chay caldota colaspa mankaman kutichiy.
Chaymanqa challwa kuchusqata, cilantro phatmasqatapas yapaykusun. Condimentota allichay.
8 minutupaq utaq challwa yanukunankama yanuna.
Chay chilcanitotaqa sarsa criollawan coronaspa servina","Colocar el espinazo y la cabeza de pescado en una olla.
Agregar el agua, la cebolla, los dientes de ajo, el kion, el apio y el culantro.
Sazonar con sal y pimienta.
Hervir por 20 minutos. Espumar lo necesario.
Colar el caldo y regresarlo a la olla.
Agregar el pescado cortado en cubos y el culantro picado. Rectificar la sazón.
Cocinar por 8 minutos o hasta que el pescado esté cocido.
Servir el chilcanito coronándolo con sarsa criolla"
